_RAJ2000,_DEJ2000,Teff,R*,e_R*,M*,e_M*,Dist,HIP
239.9724,-8.2532,3590,0.486,0.015,0.544,0.005,18.59730442,78353
240.261033,33.3035,5627,1.36,NaN  ,0.89,NaN,17.42767482,78459
240.472429,58.56519,6149.02,2.73143,0.230263,0.921587,0.115893,20.92487968,78527
241.015336,25.254823,5352,1.03437,0.0931265,0.925646,0.116747,21.47766323,78709
241.0965,-33.061,3946,0.657,0.028,0.675,0.021,25.98542502,78734
241.236759,39.156546,5293.34,0.801347,0.0662422,0.903601,0.1119,14.37541689,78775
241.418634,-20.450046,4780.08,1.54249,0.13676,0.733931,0.0875371,19.20147594,78843
241.764063,-14.071288,5807,1.9162,0.166065,1.41857,0.322413,27.75815278,78955
242.2631,52.9439,3808,0.578,0.017,0.602,0.011,22.04956368,79126
242.296719,6.378751,4821.12,2.80936,0.346103,1.160640827,0.0974441,30.45066991,79137
242.306031,-71.069594,5594.62,1.05642,0.0916805,1.03713,0.123774,26.01822316,79143
242.601373,43.817645,5311,NaN ,NaN  ,0.9,NaN,17.87933239,79248
243.1741,-18.8755,NaN,NaN ,NaN  ,NaN      ,NaN,22.06734069,79431
243.326882,13.527011,5414,1.29801,0.125332,1.02902,0.123599,24.36053593,79492
243.326758,13.528003,5343,1.33547,0.130701,1.04549,0.12433,24.36053638,79492
243.549777,-31.663609,5817.59,1.33424,0.116964,1.20476,0.193609,24.27526205,79578
243.670062,33.85849,5904,NaN ,NaN  ,NaN      ,NaN,21.68726929,79607
243.668308,33.85753,5890,1.78914,0.171376,2.22376,0.407441,21.68726929,79607
243.737896,60.669796,5600,0.896997,0.0796903,0.978986,0.124435,29.76996746,79629
243.905326,-8.369442,5791,1.04654,0.0506144,1.06870978,0.0726614,14.02524484,79672
244.1781,67.2388,3880,0.649,0.019,0.668,0.012,12.09346849,79755
244.1888,67.2562,3484,0.457,0.013,0.511,0.003,15.65576471,79762
244.22121,-49.856745,5504.43,1.24337,0.110109,1.20292,0.192481,28.87811414,79777
244.2725,55.2692,3633,0.458,0.078,0.487,0.099,16.67151241,79796
244.376448,75.75535,6820,2.03797,0.178285,1.6297,0.376704,29.83293556,79822
244.441535,31.804447,5702.4,1.19295,0.115036,0.997062,0.124473,28.14736836,79837
244.816085,-55.504761,4546,0.779984,0.08106,0.720272,0.0861582,28.28026647,79958
244.979822,39.708545,6722,1.40961,0.123603,1.27342,0.237097,26.81684098,80008
245.0146,-37.529,3419,0.395,0.013,0.429,0.009,13.11302403,80018
245.518134,1.029091,7009.45,NaN ,NaN  ,NaN      ,NaN,27.35229759,80179
245.636335,-4.249237,5521.11,1.12801,0.0978923,1.05447,0.125293,27.0293647,80218
245.7818,-24.7098,3824,0.556,0.021,0.605,0.01,23.0887276,80268
245.997908,61.514167,5007,11.454,0.978066,0.809769,0.0949319,26.89618052,80331
246.005347,-39.192963,5883,NaN ,NaN  ,1.11,NaN,12.87166905,80337
246.0389,48.3529,3417,0.389,0.012,0.422,0.005,12.31548242,80346
246.165679,-29.704576,6032,NaN ,NaN  ,NaN      ,NaN,31.42677591,80399
246.3526,54.3041,3499,0.31,NaN  ,0.3,NaN,14.29288831,80459
246.7101,-49.6062,3920,0.661,0.02,0.678,0.013,30.50013449,80559
246.834976,0.924931,4302,0.754216,0.13341,0.67238,0.0788527,28.31667652,80597
246.8884,-10.0079,3790,0.572,0.017,0.616,0.004,27.53277591,80612
246.9133,-3.5843,3171,0.68,0.057,0.695,0.047,20.62175934,80616
247.117262,-70.084375,6077.96,1.04595,0.047261,1.102409533,0.0710996,12.31132668,80686
247.5753,-12.6626,3342,0.31,NaN  ,0.29,NaN,7.245503514,80824
247.823364,79.789763,5961,0.96,NaN  ,1.17,NaN,28.26974995,80902
247.924079,-41.81723,6325,NaN ,NaN  ,NaN      ,NaN,20.8628,80945
249.08939,-2.324566,5293.42,0.837491,0.0303859,0.909668874,0.0581726,9.778038525,81300
249.285164,0.254357,5352.05,0.989802,0.0836436,0.962287,0.123053,20.23140683,81375
249.76726,-58.258219,5732.41,0.945188,0.0828941,1.0679,0.127666,23.08898263,81520
249.945648,-51.994209,6417,0.908271,0.0970938,1.29203,0.248961,31.3235598,81592
250.210495,-60.446325,6401,1.47585,0.134912,1.24821,0.220963,31.59797267,81657
250.284253,-2.857278,5671.73,1.3296,0.11597,1.18298,0.18039,30.41029571,81681
250.321778,31.60275,5795.47,2.8436,0.240072,1.04323,0.124157,10.79563856,81693
250.457482,-45.368772,5714.98,1.16929,0.104704,1.05477,0.125333,28.45905596,81746
250.615814,49.936461,6097.03,1.25529,0.109807,1.12518,0.148762,29.51634083,81800
250.660839,68.102175,5309,0.916117,0.076894,0.93292,0.118267,24.28782039,81813
250.9847,43.4752,3754,0.519,0.084,0.56,0.107,15.33027693,81919
251.324159,56.781854,6719,1.89187,0.171743,1.36128,0.291611,26.73082075,82020
251.5573,16.478,3540,0.428,0.013,0.474,0.005,27.70129039,82099
252.1019,-72.9761,3672,0.41,0.012,0.451,0.003,30.45089067,82256
252.147992,37.013362,5194.48,0.855085,0.0745437,0.892895,0.109521,31.58908913,82267
252.1915,-15.7389,3729,0.528,0.021,0.584,0.013,26.33752737,82283
252.540864,-34.29324,4489,NaN ,NaN  ,NaN      ,NaN,20.06018116,82396
253.242045,31.701601,6975.51,1.59037,0.134961,1.59936,0.373636,30.03003003,82587
253.24497,-0.026379,5425,1.21605,0.103568,1.21769,0.201634,16.73609356,82588
253.355099,-20.4156,5619.29,1.86761,0.0950283,1.219910759,0.0797983,27.98768578,82621
253.8698,-8.3363,3374,0.533,0.021,0.588,0.012,5.949023908,82817
254.007086,65.134837,6314.1,1.2674,0.107373,1.28726,0.245926,15.08750754,82860
254.417032,9.374981,4630,14.6215,2.09571,0.734612,0.0872541,28.0426,83000
254.5369,25.7442,3700,NaN ,NaN  ,0.54,NaN,14.1579378,83043
255.131865,-57.297089,5834.12,1.35224,0.120935,1.19471,0.187469,31.06236391,83229
255.294762,-13.567135,5882.27,1.06201,0.11329,1.13243,0.152335,26.17115938,83276
255.568045,-61.568531,5602,0.879569,0.108308,0.990561,0.12457,29.57751146,83363
255.651679,47.08183,NaN,NaN ,NaN  ,NaN      ,NaN,18.26110458,83389
255.7066,-6.0684,3842,0.533,0.016,0.588,0.004,30.32616851,83405
255.786406,-53.237016,6510,NaN ,NaN  ,NaN      ,NaN,27.2257,83431
256.116001,-28.582683,5391.78,1.68879,0.145634,1.51858,0.359186,18.17243919,83541
256.320124,0.70255,6041.67,1.47086,0.125419,1.07858,0.130293,20.38320367,83601
256.334088,54.4702,6419,1.43735,1.43735,1.292982762,0.246761,26.96871496,83608
256.7812,21.554,3470,0.399,0.012,0.435,0.003,24.10539685,83762
257.594506,-15.724914,8700.41,3.81928,0.361593,2.41086,0.422823,25.79313872,84012
257.7465,-52.5155,3688,0.524,0.015,0.58,0.003,17.79098527,84051
257.785146,56.659193,5470.16,1.2658,0.12379,0.957853,0.122503,28.19283902,84062
257.8948,38.4428,3395,0.387,0.012,0.419,0.004,18.92717137,84099
257.9677,-1.8518,3384,0.358,0.036,0.377,0.05,16.56162158,84123
258.0329,45.666,3366,0.452,0.017,0.504,0.012,6.833449669,84140
258.0325,45.6661,3275,0.452,0.017,0.504,0.012,7.106242113,84140
258.038356,-43.239217,6724,5.02765,0.458482,2.10769,0.39947,21.94907814,84143
258.533657,-8.403839,5432,0.871503,0.102568,0.946794,0.120799,29.13472822,84303
258.757924,24.839224,8481.21,2.45577,0.211429,2.15791,0.402702,24.06738869,84379
258.837115,-26.602248,5092.67,1.14966,0.100075,0.774703,0.0914812,5.985156746,84405
258.899673,-38.593964,6113,1.81276,0.172284,1.20613,0.194459,30.67484806,84425
259.0027,11.0577,3722,0.49,NaN  ,0.5,NaN,25.59322413,84460
259.05567,-26.546137,4384.89,0.576006,0.150937,0.617743583,0.0436721,5.968011459,84478
259.1707,8.0584,3534,0.414,0.012,0.456,0.003,26.04054084,84521
259.356292,-66.951083,5129,1.84148,0.176652,0.872763,0.105207,30.52467922,84586
259.5905,-1.7815,3787,0.559,0.025,0.608,0.013,25.75876281,84652
259.737893,-34.989934,4819,0.805377,0.805377,0.78058076,0.0892086,6.971070208,84709
259.9696,41.7138,3463,0.377,0.011,0.404,0.003,21.81897204,84790
259.9758,26.5008,3351,0.405,0.012,0.444,0.003,14.54788971,84794
260.164865,32.467746,5817,1.16955,0.0988346,1.08227,0.131361,14.39263097,84862
260.251635,-21.112918,6756,1.906,0.169372,1.461,0.340796,17.3973556,84893
260.552471,-75.348146,5771.84,1.16481,0.101064,1.11305,0.143079,27.60806487,84988
260.615198,24.879395,5967.25,1.20769,0.117227,1.1541,0.163821,30.31478877,85007
260.713669,-2.388167,5712,1.12175,0.0957025,1.03251,0.12364,19.76075198,85042
261.2507,67.306848,5256,0.831971,0.0691504,0.918604,0.115253,12.76439079,85235
261.350241,52.790625,5801.89,1.32219,0.114293,1.04211,0.124082,27.36592067,85268
261.592543,-24.175293,7499,1.98104,0.17239,1.50422,0.355314,25.66735113,85340
261.657901,-5.086535,6643.89,NaN ,NaN  ,NaN      ,NaN,30.04807803,85365
261.841547,-38.06146,5544.83,0.955946,0.0944625,1.02244,0.123645,31.21098627,85425
261.894074,26.794935,5375,1.06324,0.097743,0.953131,0.121795,30.50110261,85436
262.1664,-46.8952,3600,NaN ,NaN  ,0.35,NaN,8.280293183,85523
262.5467,-51.637,NaN,NaN ,NaN  ,0.71,NaN,17.9121356,85647
262.568413,47.402201,5350,0.897465,0.0762757,0.933993,0.118478,21.22119488,85653
262.5947,5.5485,3701,0.543,0.016,0.596,0.004,13.47333164,85665
262.599147,-1.062787,5641,NaN ,NaN  ,NaN      ,NaN,16.3425,85667
263.004151,34.271102,5870,1.1221,0.094789,1.04099,0.124013,24.23901609,85810
263.066802,55.172907,7272,1.93869,0.168942,1.59899,0.373594,30.6372549,85829
263.733611,12.560066,7899.21,3.53591,0.315281,1.91871,0.390883,14.8965,86032
263.748146,61.874656,5965.12,1.05918,0.0450809,1.100447439,0.0703954,14.08847563,86036
263.8067,-48.6809,3565,0.468,0.014,0.523,0.004,14.53700701,86057
263.8937,61.6816,3717,0.554,0.017,0.604,0.005,17.84534712,86087
264.1079,68.3391,3413,0.42,NaN  ,0.41,NaN,6.582118765,86162
264.237892,68.757913,6504,1.95514,0.204544,1.33332,0.274866,23.1642,86201
264.294879,27.896378,4392,0.957716,0.250651,0.686888,0.0816218,29.4898,86221
264.4528,22.9544,3674,0.694,0.033,0.707,0.025,19.81298907,86282
264.4723,18.5917,3611,0.439,0.014,0.489,0.006,13.58078894,86287
264.82049,3.555293,4982.09,1.05089,0.0891023,0.916973,0.1149,10.71122529,86400
265.09926,-49.41558,6620,NaN ,NaN  ,NaN      ,NaN,21.87226597,86486
265.277956,72.420392,5572,0.988207,0.0855302,0.998062,0.124441,30.14999623,86540
265.484805,72.148881,6411,2.15479,0.185492,1.38358,0.304305,22.03613927,86614
265.492167,72.156928,6212,NaN ,NaN  ,1.19,NaN,22.87749478,86620
265.7533,5.7893,3718,0.588,0.026,0.612,0.022,24.07964057,86707
265.815153,21.609176,5254,0.999137,0.0930555,0.966952,0.123551,23.55712603,86722
265.857492,-21.683171,6435,NaN ,NaN  ,NaN      ,NaN,17.54385965,86736
265.868134,4.567284,4574.43,19.5166,1.66812,0.768142,0.0904994,25.1382612,86742
265.934404,-3.917884,5607.13,1.06507,0.100337,1.1081,0.140922,29.97601918,86765
265.9832,43.3786,3464,0.432,0.013,0.48,0.005,14.32715634,86776
266.036254,-51.834062,5807,NaN ,NaN  ,1.08,NaN,15.27650495,86796
266.5526,-32.1035,3560,0.537,0.245,0.591,0.198,18.28942281,86961
266.5531,-32.1025,3560,0.537,0.245,0.591,0.198,18.28942281,86961
266.614706,27.720662,5559,1.93489,0.163307,0.943875,0.120303,8.399832003,86974
266.6426,-57.319,3368,0.289,0.009,0.277,0.005,12.33932572,86990
266.973157,2.707292,9311,2.33419,1.45926,2.363146956,0.415191,29.05287623,87108
266.9898,-34.018845,5602.32,1.14118,0.0982666,1.07204,0.128602,26.7217491,87116
267.6418,-6.0503,3971,0.646,0.019,0.665,0.013,26.39059141,87322
267.659814,-40.318345,4830,NaN ,NaN  ,0.75,NaN,30.74980453,87330
268.309099,6.101525,6628,1.98034,0.178498,1.30823,0.259242,31.37747098,87558
268.852842,36.188804,4915,1.27168,0.127332,0.816496,0.0961572,31.07916173,87746
269.0369,21.4939,3267,0.27,0.055,0.255,0.066,12.71142636,87800
269.309736,23.995899,5982,1.53246,0.175151,1.09991,0.137565,28.73721405,87895
269.4623,46.5886,3416,0.405,0.012,0.444,0.003,22.82052936,87938
270.120846,-3.690313,6634.77,1.54301,1.48596,1.393289415,0.306708,23.19647414,88175
270.162077,29.571937,5790,NaN ,NaN  ,0.99,NaN,28.48215735,88194
270.628627,26.31296,5293,1,NaN  ,0.87,NaN,22.03599359,88348
271.0733,35.9572,3813,0.576,0.017,0.601,0.011,27.0193564,88499
271.2816,-3.0313,3648,0.466,0.014,0.521,0.005,12.19551094,88574
271.3642,2.4991,3330,0.3,0.143,0.293,0.177,1.181719183,88601
271.40609,4.65712,5947,1.01392,0.0890866,1.09483,0.13563,24.3902439,88622
271.451998,-30.424072,4839.15,10.0854,1.13456,2.009277544,0.17908,29.46376077,88635
271.598795,-36.019822,5923.19,1.46304,0.126841,1.55312,0.366795,17.36714082,88694
271.756588,30.562086,5947.27,1.44987,0.122534,0.9305,0.117787,15.65435191,88745
271.837484,9.563838,8299,2.10227,0.179821,2.03264,0.39543,25.38070968,88771
272.323658,-22.908404,5327.66,1.19971,0.120656,1.04295,0.124138,31.9795331,88942
272.339104,29.951691,5815.25,1.0627,0.0901218,1.09198,0.134596,24.57944568,88945
272.405911,38.457811,4970,0.865124,0.0739361,0.8192,0.0964999,11.09754744,88972
272.481262,69.680507,4982,0.903461,0.130057,0.82381,0.0971011,31.48448184,89005
272.608967,-62.002224,5952.64,1.22606,0.210745,1.13886008,0.086665,17.75568191,89042
273.474354,64.397284,6474,1.73444,0.1464,1.39383,0.309858,23.4962406,89348
273.885224,45.209284,5808,1.26017,0.104366,1.05566,0.125455,23.29430631,89474
273.9316,18.9388,3783,0.573,0.018,0.617,0.005,28.49869674,89490
274.0094,13.9134,3835,0.564,0.017,0.611,0.005,24.3738986,89517
274.1295,45.5579,3766,0.568,0.017,0.613,0.003,22.40010221,89560
274.348925,-28.288957,6108,1.57658,0.140862,1.33521,0.276016,30.71196477,89620
274.917283,-63.886568,6068,1.27883,0.116978,1.24018,0.215849,23.4731868,89805
275.135645,-20.216284,6252,5.98221,1.73344,1.34738,0.283384,26.8844,89893
275.205243,27.53029,5805,1.25865,0.116161,1.11305,0.143079,29.42041777,89912
275.264244,72.732873,6118.82,1.38693,0.118724,1.1988,0.189962,8.057368463,89937
275.327505,-2.898872,4847.75,6.67005,0.560776,0.830349,0.0979918,18.93580712,89962
276.138094,-49.652905,5982.2,1.38137,0.119431,1.21352,0.199032,27.34795902,90223
276.542012,8.777589,5557.76,1.01487,0.113079,1.10212,0.138443,26.99784017,90355
276.992664,-25.421626,4767.28,11.607,1.58978,2.161394242,0.216081,23.69668204,90496
278.04363,13.736525,5669.54,1.32863,0.112793,1.37409,0.299008,26.18945979,90864
278.143714,57.045617,6066.64,63.5629,14.2321,0.876354,0.105934,6.01041,90905
278.636458,-24.222416,6792,NaN ,NaN  ,NaN      ,NaN,22.3108,91066
278.8266,45.744,3792,0.589,0.018,0.613,0.013,19.20436714,91128
279.162825,6.67174,6787.15,2.20019,0.192953,1.74772,0.384266,31.71582551,91237
279.303522,-25.671246,5654.19,1.66832,0.154221,1.64621,0.378039,30.14772385,91287
279.6864,-14.4906,3532,0.413,0.012,0.454,0.003,23.91663083,91430
279.722572,-21.051875,5636,0.821276,0.0389234,0.931605593,0.0642435,12.98364118,91438
279.903619,5.264271,5978,30.3864,10.4613,1.62523,0.376281,14.555,91499
280.2388,-13.3796,3739,0.54,0.016,0.593,0.003,23.79715284,91608
280.9316,31.6816,3729,0.507,0.083,0.546,0.106,24.3430505,91868
281.146394,43.833312,5337,1.05199,0.0910744,0.952868,0.121756,27.16785934,91949
281.415538,20.546274,6330,2.06895,0.107434,1.435081046,0.098511,19.09490166,92043
281.755239,18.181523,8070,2.06688,1.46198,1.95778498,0.395105,28.43332386,92161
282.006248,-10.146233,4834,0.910152,0.140602,0.784449,0.0924499,27.7855,92250
282.068339,23.514793,6333.63,1.43314,0.124972,1.40437,0.315382,28.69440459,92270
282.4557,-23.8362,3260,0.21,0.006,0.173,0.001,7.497462215,92403
282.5035,3.0881,3836,0.571,0.024,0.616,0.011,28.59565179,92417
282.611,-62.051,3706,0.512,0.015,0.569,0.004,24.05193381,92451
282.854884,38.626621,5862.19,1.11684,0.0930934,1.12598,0.149148,30.30991892,92532
282.89568,52.975125,NaN,NaN ,NaN  ,NaN      ,NaN,25.6674,92549
282.951764,3.031008,5638.79,1.14309,0.106661,1.24585,0.219455,27.52712798,92569
282.9633,16.5833,3821,0.539,0.016,0.593,0.004,22.02292501,92573
283.828317,-37.498336,5084.18,1.00505,0.0971253,0.945734,0.120622,23.90057361,92858
283.97178,23.5566,4937,0.987499,0.0913375,0.88353,0.107486,21.44082333,92919
284.154867,4.265142,6066.12,1.02464,0.0871743,1.09772,0.136716,26.69100887,92984
284.256619,32.901336,5997.84,1.73447,0.147529,1.5298,0.361933,14.97902936,93017
284.3775,-55.9919,3779,0.697,0.021,0.709,0.014,11.88296998,93069
284.386,-19.0464,3841,0.591,0.033,0.614,0.029,29.64208661,93072
284.5005,5.9081,3803,0.587,0.017,0.611,0.012,14.1881248,93101
284.680778,-37.107323,6776,1.60489,1.47895,1.45296255,0.33504,29.91325157,93174
284.71257,30.18061,5877,1.33352,0.113093,1.48308,0.348745,23.97566776,93185
284.7811,-48.2745,3514,0.456,0.014,0.509,0.005,21.96067649,93206
285.652919,-29.880115,8670,3.64073,0.35297,2.22438,0.407487,27.31494082,93506
286.35258,13.863521,9233.97,NaN ,NaN  ,NaN      ,NaN,25.52322614,93747
286.604892,-37.063514,6188,2.11312,0.19495,1.16098,0.167646,17.89228842,93825
286.718626,-37.810627,NaN,NaN ,NaN  ,1,NaN,17.17032918,93858
286.7732,20.888,3523,0.335,0.01,0.344,0.003,19.99516536,93873
286.805,20.877,3491,0.337,0.01,0.347,0.003,18.75660729,93899
286.884961,30.254509,5231,1.21726,0.112952,1.02323,0.123632,27.26415146,93926
286.988836,16.853427,5690.56,1.97104,0.168968,1.5065,0.355959,20.95557365,93966
287.132191,-30.972655,5444,1.02174,0.10989,0.977971,0.124392,28.80184332,94020
287.210373,-42.428117,5077,1.32311,0.178315,0.887389,0.108317,31.76620076,94050
287.291268,76.560543,7451,1.56032,0.17091,1.70858,0.382186,27.43308716,94083
288.047299,57.671978,5396,0.995056,0.0843341,0.989059,0.124585,20.19288241,94346
288.138724,67.661545,4827.54,12.2278,1.02689,0.797525,0.0934805,30.73140663,94376
288.6631,19.3177,3350,0.539,0.026,0.593,0.017,16.4372277,94557
288.88847,-24.179337,6168,NaN ,NaN  ,1.21,NaN,27.04895862,94645
288.896017,11.554719,5094,1.35483,0.135323,1.16575,0.17035,26.4084972,94650
289.1789,-45.8893,3847,0.7,0.025,0.712,0.017,15.5444528,94739
289.217561,-10.971778,6019.48,1.31879,0.112727,1.34458,0.281702,30.78277519,94757
289.2303,5.1689,3559,0.472,0.014,0.528,0.003,9.129037688,94761
289.91238,37.330488,5762.96,1.8046,0.149282,1.3305,0.273099,25.4222638,94981
290.373966,-34.983439,5823.46,1.05836,0.103338,1.19244,0.186096,20.85505735,95149
290.891765,33.221956,5359,0.992493,0.0481749,0.97324243,0.066538,15.65859917,95319
291.242519,11.944394,5587,4.01951,0.34023,2.15367,0.402424,15.14921982,95447
291.28969,-66.468803,4962,NaN ,NaN  ,0.78,NaN,26.90529873,95467
291.357338,24.912802,6090.47,2.28049,0.194653,1.96634,0.392623,28.42806358,95492
291.374622,3.114787,7087.36,2.06597,0.184281,1.51369,0.357917,15.37279016,95501
291.629557,0.338535,6806,NaN ,NaN  ,NaN      ,NaN,6.47799,95585
292.783081,58.586006,5182,1.12969,0.137568,0.878839,0.106447,17.13325801,95995
293.089851,69.661209,5242,0.79541,0.0378175,0.844653393,0.058131,5.760335482,96100
293.158,0.5775,3953,0.594,0.018,0.618,0.012,28.92618957,96121
293.168064,-28.019797,5619.22,1.17236,0.102258,1.05154,0.124928,27.96686486,96124
293.356467,21.840315,5545.62,1.18994,0.0976422,1.17453,0.175415,20.91455151,96183
293.58242,51.236619,6275.11,2.5151,0.213552,2.24429,0.409027,25.58853514,96258
293.89911,-20.782108,6054.39,1.33178,0.118382,1.24207,0.217049,31.14585604,96370
293.981698,56.983922,5848,1.12596,0.0954754,1.1938,0.186918,23.20056424,96395
294.11059,50.221104,6680.78,1.70054,0.142792,1.53649,0.363429,18.59427296,96441
294.39341,-14.301808,6361.94,2.26461,0.193802,1.18522,0.181724,30.90234858,96536
294.776304,76.422019,5094,1.02755,0.13568,0.854529,0.101783,29.97871559,96656
294.9007,-26.752,3804,0.611,0.018,0.634,0.012,24.96318527,96710
295.453952,50.525083,5778,1.28092,0.106369,1.01368,0.12384,21.2876472,96895
295.466536,50.517509,5674,NaN ,NaN  ,0.99,NaN,21.22160037,96901
295.7197,-45.0814,3942,0.604,0.091,0.655,0.115,24.77762348,96998
296.389807,33.601694,4973,1.06466,0.154148,0.821367,0.0967799,22.27298651,97222
296.4572,32.3871,3448,0.432,0.013,0.48,0.003,19.8129239,97241
296.488924,4.248456,6273,1.03627,0.111311,1.22375,0.205466,28.43556589,97255
296.606658,33.727575,6262,1.77848,0.091087,1.339123978,0.0914836,20.85940819,97295
296.825431,-18.746682,5622.86,1.07708,0.098901,1.06446,0.126967,30.94059406,97358
297.003663,27.869523,5797.1,1.36674,0.116175,1.3956,0.310796,25.60675199,97420
297.064328,59.422904,6002.07,1.24209,0.10715,1.22048,0.20338,27.47411252,97438
297.695844,8.868386,7747.24,1.80105,0.154507,1.65076,0.378382,5.12952,97649
297.694879,-10.763547,6844.68,2.17918,0.211747,2.12791,0.400719,27.89649285,97650
297.75688,10.415772,6119.81,1.43116,0.0583789,1.255227857,0.0796185,19.39111887,97675
298.00668,24.992132,9300,NaN ,NaN  ,NaN      ,NaN,10.9306,97765
298.014297,11.628355,5774,1.48407,0.129649,0.997562,0.124457,26.97258234,97767
298.57397,-23.941054,4600,0.756227,0.0841144,0.7278853,0.0834663,14.15911301,97944
298.828277,6.406697,5081,4.50859,0.382642,1.06602,0.127274,13.70801919,98036
298.959896,-26.299456,5525.64,1.97053,0.135184,1.197346437,0.0807687,25.9875,98066
299.306047,29.824028,5338.26,1.08973,0.0919223,1.0679,0.127666,25.72572264,98192
299.947212,-9.958224,5818.02,1.65308,0.152739,1.28344,0.243494,24.5398773,98416
300.084383,-33.70345,6369.92,1.48933,0.138256,1.52196,0.360061,22.13454519,98470
300.642335,15.592041,5367,0.994074,0.0826891,1.04578,0.124353,19.23180479,98677
300.646468,-50.052715,4539,0.793215,0.121405,0.714789,0.0855097,20.89186902,98679
300.905861,29.896792,5590,1.13,NaN  ,0.96,NaN,16.03135464,98767
300.956748,14.982962,6155,NaN ,NaN  ,NaN      ,NaN,17.2914,98788
301.011211,-37.876488,5919.1,1.13224,0.0990864,1.1361,0.1542,27.74248317,98813
301.025876,17.070189,5940,1.23286,0.107198,1.27056,0.235269,17.23920955,98819
301.04185,25.790219,5130,0.867762,0.0744231,0.873592,0.105373,22.15948804,98828
301.290733,38.478458,5767.2,1.92242,0.160736,1.9215,0.390977,18.93163391,98921
301.386773,-67.320921,5725.87,1.1322,0.0940633,1.00407,0.12422,17.91028357,98959
301.590748,35.972488,5115.29,4.81716,0.411038,1.26675,0.232832,24.18964683,99031
301.89626,-55.016067,6215.04,1.15821,0.102209,1.22095,0.203672,24.27795077,99137
302.182037,-66.182072,5590.39,1.34293,0.114703,1.05625,0.125539,6.107616197,99240
302.392901,16.805758,5541,0.919574,0.10665,0.97517,0.124245,24.71494164,99316
302.800225,-36.101507,4977.19,0.685386,0.0273908,0.713128588,0.0479143,6.051803437,99461
303.107855,-12.617457,6328,1.62524,0.144795,1.39516,0.310562,28.05048968,99572
303.4725,-45.164,3838,0.552,0.016,0.603,0.004,8.714651012,99701
303.822431,-27.032968,5166,NaN ,NaN  ,0.8,NaN,8.823788935,99825
304.227214,50.278762,5499,1.16724,0.112374,1.39648,0.311261,30.93102382,99965
304.3804,66.853637,5934.55,1.67119,0.140732,1.77601,0.385567,17.56851778,100017
304.446664,38.032937,7653,NaN ,NaN  ,NaN      ,NaN,20.3396,100044
304.824379,-47.580234,6468.38,1.43124,0.126759,1.32578,0.27019,31.36403407,100184
305.2955,-51.7911,3851,0.695,0.029,0.707,0.022,23.15242528,100356
305.42097,-49.99934,6046.55,1.56425,0.141467,1.14648,0.159639,31.19735446,100412
305.6748,-58.2857,3907,0.529,0.016,0.585,0.004,31.19519605,100490
305.718221,14.551143,6247.41,1.25878,0.109987,1.21583,0.200475,26.13012773,100511
306.9236,-27.7477,3477,0.43,0.013,0.476,0.005,22.26354336,100923
306.934367,-30.86784,5541.8,1.0714,0.09383,1.03251,0.12364,19.29756851,100925
307.049224,22.128982,5809,1.24392,0.106508,1.2863,0.245318,28.02478512,100963
307.215035,-17.813705,6436,2.44664,0.266014,1.30109,0.251376,30.2663,101027
307.6335,65.4496,3436,0.387,0.011,0.418,0.004,13.3364426,101180
308.0371,-47.7018,3555,0.417,0.074,0.437,0.093,22.29076637,101317
308.0382,-47.7018,3603,0.442,0.077,0.468,0.097,22.98926042,101317
308.098776,-9.853346,5631,1.81155,0.0942032,1.19270618,0.0822731,24.4021,101345
308.215204,41.898512,5104.98,1.48548,0.134671,1.0248,0.123612,21.45457744,101382
309.38717,14.595053,6240,5.17217,0.647706,1.57222,0.370008,29.8596596,101769
309.391772,-47.291443,4870.24,9.9604,1.13146,2.057853166,0.183999,31.04625981,101772
309.667406,38.635108,5801.15,1.55113,0.14295,1.41258,0.319503,27.38083177,101875
309.782437,10.086242,5725.05,2.35639,0.180474,1.343711074,0.0919767,30.05710809,101916
309.907204,4.972013,4336,1.1383,0.226936,0.677689,0.0798753,16.7224,101955
310.01113,-60.54889,6070.63,1.42182,0.0591164,1.121548951,0.072318,24.19549964,101983
310.048956,-23.773886,5473,0.907648,0.0789293,0.938545,0.119344,14.71679009,101997
310.188094,19.935531,5810,1.89392,0.16313,2.01385,0.394586,20.98635887,102040
310.4631,-32.4352,3241,0.649,0.026,0.668,0.02,6.01070916,102141
310.622526,-5.301261,5567.22,1.00244,0.0865409,1.01343,0.123849,30.02326803,102203
310.7381,-18.9184,3645,0.547,0.016,0.599,0.004,23.95934825,102235
310.816669,-29.423861,5602.48,0.988879,0.0866781,1.03795,0.123808,21.92357442,102264
311.0914,19.7497,3775,0.624,0.025,0.646,0.02,22.92054817,102357
311.2671,44.4991,3522,0.425,0.012,0.471,0.002,20.43148815,102401
311.2897,-31.3409,3588,0.698,0.021,0.71,0.014,8.600030669,102409
311.322366,61.838759,4871.43,5.08884,0.427107,0.931038,0.117894,14.341029,102422
311.337973,57.579766,6249,3.59835,0.326913,1.62597,0.376347,27.12232167,102431
311.523872,-25.270909,6540.23,1.49802,1.49089,1.350279273,0.282014,14.6713615,102485
311.552847,33.970288,4724.04,12.0063,1.00816,0.729439,0.0867477,22.09456556,102488
311.661934,16.124134,NaN,NaN ,NaN  ,NaN      ,NaN,31.55569527,102531
312.407394,12.545145,6399.88,1.6331,0.142641,1.44237,0.333241,29.57704821,102805
