_RAJ2000,_DEJ2000,Teff,R*,e_R*,M*,e_M*,Dist,HIP
75.8496,53.1285,3769,0.526,0.016,0.582,0.003,19.85066225,23518
75.878308,63.078077,5812,0.878659,0.0979194,1.04521,0.119509,31.9532696,23530
75.888861,63.085897,6480,0.971614,0.103696,1.32199,0.267846,31.8048319,23532
75.974774,-41.744982,6295.43,1.35603,0.118544,1.19653,0.188573,31.5199884,23555
76.377817,-57.472716,6153.02,1.04026,0.0485972,1.091675305,0.071437,11.6509379,23693
76.4474,-57.5538,4049,0.594,0.017,0.618,0.011,16.38827841,23708
76.669452,51.597703,7030.94,2.00184,0.172786,1.87851,0.389462,26.21919245,23783
76.675889,14.446229,5248,0.890463,0.0839533,0.921316,0.115835,23.98081535,23786
76.706412,43.174744,6653,15.4815,5.16829,1.9913,0.393613,26.1851,23799
76.86253,18.645029,5725,2.35461,0.199627,1.43578,0.330376,15.86797842,23835
76.90964,9.471801,5786,1.88282,0.175024,1.24443,0.218552,27.44467953,23852
76.96247,-5.086396,8229,3.50325,0.35792,2.0183,0.394781,27.3973,23875
77.146,-18.172,3320,0.531,0.016,0.586,0.003,8.330232883,23932
77.182061,-4.456245,6431.94,1.79666,0.0763027,1.302399003,0.0845012,25.00625051,23941
77.9191,-45.0184,3672,0.301,0.009,0.293,0.003,10.94460268,24186
77.943557,4.40354,5960,1.03914,0.0981201,1.07204,0.128602,29.44267952,24205
77.976053,-9.113125,5255.83,0.982864,0.0851637,0.979747,0.124464,28.74670132,24210
78.1759,19.6656,3566,0.436,0.013,0.484,0.004,20.66569426,24284
78.322727,37.337312,6074.04,1.31365,0.113502,1.34924,0.284499,26.56336224,24332
78.583595,-15.82667,5524.64,1.10195,0.118876,1.01089,0.123946,31.46633103,24419
79.710332,-18.130036,5962,1.50348,0.128797,1.06571,0.127212,24.6917848,24786
79.785339,40.099049,5873,2.11327,0.178536,1.55864,0.367788,12.64542236,24813
80.0893,-32.6199,3528,0.403,0.073,0.419,0.091,21.47830474,24912
80.582306,59.277886,5551,1.63546,0.147863,1.22842,0.208409,30.77616716,25094
80.639488,79.231132,6250,NaN ,NaN  ,1.25,NaN,20.98195559,25110
81.106153,17.383522,6136.4,1.3015,0.0991559,1.20228868,0.079142,14.66490688,25278
81.769881,-11.900938,6409.37,1.43244,0.126743,1.48541,0.349515,26.76587886,25486
81.913885,-60.416004,5486.57,0.872572,0.0753331,0.960985,0.122899,19.40097548,25544
82.186873,-65.448621,5128,0.836071,0.0798064,0.795152,0.0932218,13.65604188,25647
82.215162,12.550811,5897.01,1.41928,0.137644,1.37682,0.300542,28.94356006,25662
82.3626,15.5773,3741,0.51,0.016,0.568,0.005,24.83561964,25716
82.8642,-3.6772,3957,0.561,0.048,0.609,0.03,8.089586362,25878
82.970572,-76.3411,NaN,NaN ,NaN  ,NaN      ,NaN,31.3578,25918
83.0611,9.8208,3339,0.442,0.014,0.492,0.007,14.91577125,25953
83.181963,32.192019,NaN,NaN ,NaN  ,NaN      ,NaN,26.5157,25984
83.4366,1.9454,3509,0.464,0.014,0.519,0.005,23.75839743,26081
84.236905,-47.964687,5113,0.882467,0.0835517,0.866684,0.104023,24.47273143,26373
84.291198,-80.469143,5950,NaN ,NaN  ,1.1,NaN,18.23326915,26394
84.539183,-46.106011,5399,1.02345,0.101772,1.00659,0.124118,25.35419815,26501
84.968058,52.897454,5379.13,1.31303,0.115307,1.32767,0.271356,28.07277586,26653
85.334725,53.481065,5249,1.38395,0.118158,1.3413,0.279726,12.24140042,26779
85.473694,-15.630565,5475,1.20709,0.100763,1.01985,0.123699,29.67755338,26834
85.4953,15.3372,3854,0.57,0.025,0.615,0.012,28.88835464,26844
85.861835,52.488807,5894.38,1.2104,0.104175,1.20017,0.190799,30.87448903,26974
86.115786,-22.448381,6257.89,1.39021,0.118986,1.3645,0.293483,8.969414297,27072
86.118291,-20.126607,6041.24,1.26006,0.108326,1.15882,0.166436,25.89253329,27075
86.507874,37.284671,5237.71,1.10903,0.0952745,1.02296,0.123636,20.84227814,27207
86.616634,-53.219336,6013.4,1.24387,0.10715,1.15539,0.164528,28.42467603,27244
86.738973,-14.821918,8534.32,NaN ,NaN  ,NaN      ,NaN,21.51925917,27288
86.821179,-51.066515,NaN,NaN ,NaN  ,1.76,NaN,19.27896665,27321
86.859132,17.729129,6570,NaN ,NaN  ,NaN      ,NaN,28.0057,27338
86.9191,-36.3286,3611,0.473,0.014,0.529,0.003,22.05591097,27359
87.145648,-4.094639,5735,0.96487,0.0465144,0.984713052,0.0672684,15.23758819,27435
87.740045,-35.768296,NaN,NaN ,NaN  ,NaN      ,NaN,26.7308,27628
88.525265,-63.089769,4806,5.60535,0.968544,1.569908452,0.16558,27.27024952,27890
88.595783,20.276202,5988,1.22153,0.103001,1.36404,0.293216,8.663259118,27913
88.62564,-19.70435,5528,0.783815,0.0720875,0.953657,0.121919,23.2948735,27922
88.9301,-26.8565,3599,0.515,0.015,0.572,0.003,19.90787935,28035
89.014321,13.924905,5770,1.6174,0.144539,1.36036,0.291073,27.99552072,28066
89.087221,-31.38255,6676.85,28.5254,6.70664,1.37182,0.297717,8.99783,28098
89.101232,-14.167652,6991.37,1.98376,0.167404,1.95934,0.392332,15.04438065,28103
89.234,-46.9316,3809,0.649,0.019,0.668,0.013,27.01313568,28153
89.589747,-4.650678,5541,1.0164,0.0864268,0.917245,0.114959,24.45992486,28267
89.9073,58.593,3703,0.513,0.015,0.57,0.003,19.71628104,28368
90.688076,47.809566,5993.06,1.57552,0.137913,1.40175,0.314039,28.40102244,28634
91.118491,-45.036586,6180,1.22764,0.106126,1.19108,0.185276,27.04995889,28764
91.167055,-45.078932,6363,1.43595,0.1358,1.34924,0.284499,27.01972562,28790
91.194863,-48.458371,5489,0.806871,0.0757248,0.650891,0.0754317,29.72651605,28796
91.523674,69.476117,5314,1.03223,0.101843,0.983283,0.124558,31.94888179,28902
91.535568,35.38775,5904.09,1.50977,0.129242,1.11113,0.142235,25.51829677,28908
91.668624,15.542141,5311.94,0.97225,0.0833237,1.00861,0.124036,15.45356205,28954
91.9322,-25.7449,3376,0.325,0.01,0.329,0.004,20.71558217,29052
92.399636,5.668905,5049,0.828817,0.07331,0.80017,0.0938229,30.11099861,29208
92.560385,-74.753047,5589.55,1.2089,0.103308,0.980759,0.124497,10.14816309,29271
92.5827,82.1068,3476,0.415,0.012,0.457,0.003,15.09623235,29277
92.6442,-21.8646,3812,0.549,0.043,0.6,0.03,8.894058876,29295
92.7283,10.3181,3418,0.468,0.019,0.523,0.015,13.14550101,29316
93.002351,6.783097,5727,1,NaN  ,1.01,NaN,24.35946779,29432
93.302096,10.627057,5730,1.34567,0.11499,1.51971,0.359471,18.11594178,29525
93.438686,-23.862006,5617,0.941803,0.0781755,1.0076,0.124077,16.76221127,29568
93.601824,5.168069,4956,0.910813,0.130863,0.816766,0.0914656,30.31394081,29611
93.71196,19.156279,6533.25,1.52095,0.129043,1.50232,0.354767,21.12824765,29650
94.011146,70.781632,5357,1.2441,0.107768,1.09162,0.134471,26.11470624,29761
94.110917,12.272177,6525,1.37514,0.185955,1.294733907,0.0952587,19.60784314,29800
94.317272,5.100041,5928.24,1.2173,0.046344,1.12438485,0.071004,19.3199388,29860
94.770026,47.394024,6129.03,1.38214,0.123997,1.43743,0.331104,31.91828926,30023
94.917384,16.013226,5963,1.38254,0.119436,1.35435,0.287538,27.08067604,30067
95.025664,-48.741126,5830.35,1.24435,0.107074,1.09881,0.137137,26.0218792,30104
95.4742,-22.7233,3910,0.646,0.019,0.665,0.013,31.565599,30256
95.62904,-60.218651,5913,1.10642,0.100375,1.08025,0.130766,23.82478302,30314
95.740295,-24.556024,5741.87,1.0065,0.0871197,1.05745,0.125715,29.24643632,30344
96.101499,-42.847538,5711.46,1.34448,0.115858,0.98981,0.124578,27.86128424,30476
96.110776,-63.428906,5878.44,1.5809,0.138131,1.02011,0.123693,31.78639542,30480
96.182785,-28.780126,5854,1.12871,0.0941223,1.07594,0.129579,21.95134265,30503
96.542713,18.756964,4958.02,1.04693,0.276607,0.822035285,0.0736647,14.6071604,30630
96.797323,-25.856512,6089,1.63739,0.140139,1.2739,0.237402,29.12913302,30711
97.191825,36.479996,5681.2,1.06951,0.0891738,1.16969,0.172607,24.39060084,30862
97.20536,-7.033776,NaN,NaN ,NaN  ,NaN      ,NaN,23.6049,30867
97.273092,27.008817,5183,0.798427,0.0984566,0.879115,0.106505,28.81341308,30893
97.839561,2.911296,5686.59,1.30725,0.114626,1.03658,0.123753,31.10603737,31083
97.963,-43.534,3806,0.631,0.019,0.652,0.013,27.18003427,31126
98.4449,-75.6249,3370,0.331,0.01,0.338,0.004,16.14146159,31292
98.4302,-75.6299,3412,0.431,0.014,0.479,0.009,12.31467223,31293
98.4582,-58.5285,3445,0.427,0.013,0.473,0.004,22.74947761,31300
98.5489,-10.9567,3251,0.262,0.053,0.246,0.063,15.32437804,31332
99.0759,-40.0066,3769,0.585,0.019,0.609,0.014,26.21651743,31555
99.171006,-19.255879,4792,2.3,NaN  ,1.52,NaN,19.83733392,31592
99.27212,19.752929,4297,0.679182,0.125076,0.656753,0.0757903,31.39521363,31626
99.2968,-50.0383,3779,0.637,0.019,0.657,0.012,16.70032796,31634
99.295,17.5648,3809,0.467,0.014,0.522,0.004,17.62686182,31635
99.391233,12.180531,5638.57,1.56991,0.136913,1.30966,0.260138,26.55986061,31660
99.501525,-61.533382,5913,1.17166,0.119839,1.0248,0.123612,21.66847166,31711
99.9068,-55.6097,3778,0.536,0.016,0.59,0.003,18.68744812,31862
100.521672,-15.2153,5922.8,1.18071,0.103811,1.14147,0.156982,29.98096209,32076
101.1904,71.8876,3766,0.557,0.024,0.606,0.013,29.33931703,32313
101.216489,-27.341663,6006,1.29013,0.107668,1.17365,0.1749,26.93225461,32322
101.322387,12.895525,6484.91,5.58432,0.470001,1.99471,0.39375,17.53770607,32362
101.345588,-31.793658,6306.14,1.41825,0.130206,1.32908,0.272229,25.24802047,32366
101.558763,79.564929,6145,1.29143,0.109276,1.24585,0.219455,17.85076758,32439
101.684766,43.577424,6039,1.32106,0.0655438,1.210998378,0.0824478,16.51254954,32480
102.047699,-61.941335,7510.54,NaN ,NaN  ,NaN      ,NaN,30.33980583,32607
102.477578,-46.614599,6470,NaN ,NaN  ,NaN      ,NaN,25.21432183,32765
102.707649,-0.540847,6657,2.08016,0.1963,2.01236,0.394486,29.61637904,32851
103.075253,-5.173704,4718.93,0.684749,0.0358741,0.75257758,0.0493677,8.700191404,32984
103.391406,-28.539809,5621,2.82341,0.246781,1.66067,0.379134,25.70286087,33094
103.5177,60.8718,3350,0.409,0.014,0.449,0.011,13.64044603,33142
103.661003,13.177794,7178,NaN ,NaN  ,NaN      ,NaN,27.94076558,33202
103.678456,24.245556,5987,1.02,NaN  ,1.04,NaN,30.68698964,33212
103.704,33.2682,3418,0.366,0.011,0.389,0.004,9.57143695,33226
103.827809,25.375586,5913,1.08665,0.052871,1.067378484,0.072576,17.27414079,33277
103.905981,-20.136482,6745.31,NaN ,NaN  ,NaN      ,NaN,29.23121894,33302
104.142437,1.162109,5640,1.29551,0.112483,1.14943,0.161228,31.38633439,33382
104.548967,22.475878,5732,1.28332,0.120646,1.28344,0.243494,24.5616362,33537
104.998563,-61.336211,5439.78,1.01103,0.0886032,1.01114,0.123936,18.33388946,33690
105.075154,-5.367163,6060,1.1,NaN  ,1.18,NaN,29.79314653,33719
105.307158,-25.94875,5203.74,1.65824,0.142542,1.4733,0.345375,15.48659559,33817
105.398191,6.926836,5151,0.840548,0.0730863,0.849013,0.100465,28.32908336,33848
105.876902,29.337055,5886,1.23436,0.105398,1.18702,0.182838,19.09490205,34017
105.988925,-43.607951,5808.38,1.15603,0.06327,1.047185115,0.0671303,16.83111758,34065
105.995402,-43.61136,5279.98,0.991726,0.0852307,0.980759,0.124497,16.98482067,34069
106.0738,-10.5088,3500,0.54,0.025,0.594,0.015,19.15515693,34104
106.1081,68.2888,3465,0.412,0.012,0.453,0.004,25.81580752,34115
106.8455,-21.4576,3583,0.512,0.015,0.569,0.003,24.05608779,34361
106.9601,67.2013,3668,0.495,0.016,0.553,0.008,28.16436734,34392
107.397434,25.728616,5667.82,1.08004,0.0893887,0.997812,0.124449,26.36560659,34567
107.881955,-49.424228,5493.79,1.09649,0.0948057,0.948647,0.121102,27.51728085,34739
108.140103,-46.759355,6935.85,1.94982,0.168145,1.45377,0.337957,21.17746717,34834
108.958825,47.240011,5888,1.16824,0.0577857,1.046965433,0.0715469,16.86056275,35136
109.0824,27.1425,3439,0.477,0.018,0.534,0.013,15.28330017,35191
109.289726,33.092064,5845.31,1.09575,0.0935077,1.08431,0.131986,27.31009244,35265
109.373037,-46.979251,4945,1.23694,0.115089,0.766391,0.0906845,14.77323037,35296
109.52333,16.540401,8081.62,NaN ,NaN  ,NaN      ,NaN,28.91008962,35350
109.5341,39.2748,3715,0.502,0.015,0.559,0.004,21.09235149,35353
109.8804,32.8301,3856,0.585,0.018,0.609,0.012,22.89498434,35495
110.030689,21.982253,6939.26,2.58642,0.225882,1.59165,0.372716,18.03426486,35550
110.8121,46.0874,3720,0.552,0.016,0.602,0.003,22.40784027,35821
110.946111,12.964743,4852.8,0.842568,0.0743108,0.783157,0.0923189,23.83040378,35872
111.709406,21.535651,6201.12,1.26025,0.112078,1.21398,0.19932,30.25810161,36152
111.8521,5.2258,3382,0.29,NaN  ,0.29,NaN,5.921534797,36208
111.856093,-51.402637,5597.6,1.25708,0.10796,0.966177,0.123474,22.41554383,36210
111.961575,19.04481,5582,1.13812,0.0974013,1.0081,0.124057,28.89530365,36249
112.044149,40.656596,5700.57,0.984831,0.101148,0.965918,0.123448,28.71912694,36285
112.278014,31.784607,6930.61,1.78388,0.150464,1.32814,0.271648,18.49796522,36366
112.356868,-7.551138,6320.86,1.77524,0.254786,1.56121,0.368232,27.81641109,36399
112.464267,-23.024306,8620,2.21112,1.46505,2.153997848,0.401442,28.5365,36431
112.483178,49.672398,6355.01,1.44131,0.122712,1.38761,0.30651,19.90049751,36439
112.677119,-37.339358,5844.66,1.19212,0.102391,1.29346,0.249871,21.68665815,36515
112.9905,36.2194,3423,0.514,0.021,0.571,0.014,13.17667136,36626
113.0084,68.621,3780,0.601,0.018,0.624,0.012,27.91900908,36635
113.024053,-8.881282,5937.67,1.5907,0.139973,1.04351,0.124177,29.94011839,36640
113.513244,-22.296043,6245,2.57,NaN  ,1.5,NaN,25.70033421,36795
113.58021,-23.474884,7159,1.49703,0.166347,1.59752,0.373423,31.6857,36817
113.577563,-23.473625,7689,1.4599,0.160918,1.80447,0.386754,31.6857,36817
113.616763,-52.968166,5332.55,1.27908,0.114843,1.0317,0.123626,28.35270768,36832
113.6143,62.9415,3696,0.414,0.012,0.455,0.003,22.2638363,36834
113.8411,54.8497,3537,0.383,0.011,0.414,0.004,25.10585406,36915
114.0295,-3.1108,3634,0.583,0.018,0.607,0.012,16.63987272,36985
114.242397,57.549623,5315.83,0.831435,0.0727283,0.906338,0.112509,27.52280953,37061
114.825217,5.224936,6583.95,2.13324,0.0722364,1.36771,0.29547,3.4974,37279
114.846,2.1837,3870,0.615,0.018,0.637,0.012,18.98990565,37288
115.737913,-45.173106,5419.39,1.89009,0.425113,1.174448985,0.116191,24.13709854,37606
116.052188,-50.456747,6205,1.21795,0.107636,1.2739,0.237402,29.80057456,37718
116.06869,-50.4666,5703,1.10885,0.101278,1.18567,0.181991,29.7994201,37727
116.1674,3.5525,3192,0.332,0.01,0.339,0.006,8.019840191,37766
116.395779,-34.17254,5744.47,1.27332,0.0488829,0.921669053,0.0627682,15.19987819,37853
116.877598,70.206658,5781,1.00004,0.122219,0.974404,0.124151,28.46569883,38018
116.986316,-12.192681,6833.57,NaN ,NaN  ,NaN      ,NaN,28.5959,38048
117.0683,20.3681,3537,0.364,0.011,0.385,0.006,29.52398663,38082
117.479436,27.363161,5694.11,0.937078,0.0799415,1.00357,0.12424,22.17550582,38228
117.77378,54.129244,6381.85,1.45513,0.126156,1.31298,0.262225,30.01200508,38325
117.942894,-13.898045,5816.81,NaN ,NaN  ,NaN      ,NaN,16.6722242,38382
117.982892,-11.032986,5602.99,0.929589,0.081341,0.978479,0.124414,31.59407927,38392
118.064775,-34.705491,6525,1.49055,1.49055,1.343176258,0.278153,18.02451349,38423
118.5453,-25.3032,3948,0.627,0.018,0.648,0.012,22.03674105,38594
118.642445,-1.4123,5199.65,0.812094,0.0875924,0.863644,0.103454,19.22707172,38625
118.725284,19.236352,5013.28,0.853044,0.0752341,0.814878,0.0959553,20.63532024,38657
119.071684,80.265514,5493,0.936054,0.0779595,0.992312,0.124543,17.09847285,38784
119.445522,-60.303111,5971.07,0.877927,0.0330942,1.003973752,0.0649869,16.26113519,38908
119.653801,-34.944799,5431.62,1.26109,0.126861,1.30157,0.255039,29.05802597,38980
119.709975,10.129756,5278,0.891515,0.0789288,0.882426,0.107202,30.6647818,38992
119.891397,20.843854,5148,0.956193,0.0871421,0.900312,0.111167,23.14279102,39064
120.133867,29.212311,5238,0.885345,0.0743809,0.939614,0.119542,16.98412833,39157
120.629905,-66.020928,5142.71,1.58513,0.1331,1.25295,0.223986,17.35369964,39342
121.096402,12.28963,5141,1.19761,0.151067,0.858118,0.102406,31.22073057,39495
121.124354,9.267927,5809.29,1.03627,0.0903775,1.01547,0.123778,30.61699366,39506
121.652,55.894,3594,0.645,0.039,0.664,0.033,30.36337197,39685
121.752159,-29.402937,5894.17,0.996724,0.0871932,1.03386,0.123669,25.59521677,39710
121.886012,-24.304289,6740.22,4.43233,0.391578,1.9675,0.392666,19.23446755,39757
121.941032,21.581772,5820.16,1.89914,0.160975,1.08295,0.131566,23.33177788,39780
122.235,32.8198,3827,0.659,0.046,0.677,0.039,22.62168757,39896
122.252834,-61.302452,6525,NaN ,NaN  ,NaN      ,NaN,21.39037433,39903
122.4919,-52.9682,3447,0.431,0.013,0.478,0.004,23.84640179,39987
122.585391,69.725059,5860.33,1.30767,0.123127,1.06353,0.126791,29.27400468,40015
122.6659,-13.799283,6256.42,1.36566,0.126406,1.20246,0.1922,22.49728908,40035
122.910994,32.457105,5626,1.01817,0.0885517,0.997062,0.124473,21.7155266,40118
123.053299,17.647746,6094.43,1.32654,0.17945,1.218651981,0.0900977,25.56890781,40167
123.2854,-13.917,3904,0.589,0.09,0.638,0.115,17.5502865,40239
123.393767,-31.735383,5963.64,1.30066,0.114404,1.29584,0.251418,27.0903599,40283
123.855108,-52.060327,5965.97,1.52095,0.130658,1.48502,0.349388,26.99346758,40438
124.0333,1.3026,3537,0.442,0.013,0.492,0.005,14.50023364,40501
124.599691,-12.632194,5385,NaN ,NaN  ,0.86,NaN,12.58178105,40693
124.631547,-76.919684,6736,NaN ,NaN  ,NaN      ,NaN,19.45525292,40702
125.016081,27.217715,6265,1.39772,0.11852,1.21352,0.199032,18.125793,40843
125.019705,73.415162,5148.51,0.869826,0.0753258,0.88546,0.1079,30.94566869,40848
125.367245,-39.70549,5706,NaN ,NaN  ,1.05,NaN,29.18583203,40952
126.145866,-3.751284,6389.28,1.58575,0.136673,1.30061,0.254437,27.21088435,41211
126.903233,45.65296,5849.09,1.11758,0.0942334,1.05271,0.125067,21.87465821,41484
127.0922,35.0165,3683,0.548,0.049,0.6,0.035,25.34690867,41554
127.84,-6.0338,3743,0.597,0.033,0.621,0.029,30.91896873,41802
127.9066,19.3943,3322,0.389,0.029,0.422,0.038,15.86019678,41824
128.214539,-31.500894,5213,0.772689,0.0368874,0.81116134,0.0562453,12.16503574,41926
128.2313,-9.5496,3693,0.489,0.084,0.524,0.106,31.58457228,41937
128.631888,-0.726088,5293,0.911374,0.0788665,0.937476,0.119145,21.02311071,42074
128.962407,6.6202,6161.88,1.66649,0.142744,1.38268,0.303809,26.2797705,42172
128.963617,6.622766,5612.49,0.958273,0.0841195,0.971588,0.123954,25.5296118,42173
129.106,67.2951,3866,0.633,0.02,0.654,0.014,16.10008134,42220
129.333297,-40.147675,6003.88,1.44002,0.12393,1.33238,0.274289,27.60021639,42291
129.459518,-6.806899,5844.96,1.02423,0.0870718,1.03685,0.123763,24.41948773,42333
129.7831,-22.6616,3795,0.539,0.173,0.583,0.204,4.515699148,42430
129.798431,65.020873,5866,1.12774,0.0948141,1.20567,0.194175,14.40430942,42438
130.156587,-46.648791,7913,NaN ,NaN  ,NaN      ,NaN,12.2287,42570
130.241,-46.2419,3966,0.641,0.019,0.661,0.013,31.71796117,42601
130.6855,9.5567,3817,0.638,0.019,0.658,0.012,17.66451649,42748
130.7176,9.5531,3482,0.399,0.012,0.435,0.004,27.25353597,42762
130.82514,-38.882416,5004.24,0.748287,0.0644249,0.803624,0.0945648,11.183193,42808
131.0963,-44.4725,3615,0.617,0.025,0.639,0.019,20.10133956,42881
131.187437,-42.634546,5452.05,1.19727,0.158218,1.02296,0.123636,27.74694784,42916
131.336506,-2.601075,6363,2.49981,0.754985,1.38223,0.303561,31.4439,42951
131.91825,-41.736698,6095,NaN ,NaN  ,1.21,NaN,28.96602864,43177
132.302205,3.484792,5697.46,1.00167,0.0869558,1.01881,0.123725,30.42621035,43297
132.338351,3.683998,5449.72,0.924643,0.0847197,0.929962,0.117631,31.6227532,43304
132.634252,33.285045,6235.83,1.27212,0.117099,1.21028,0.197022,27.24507502,43410
133.068276,8.062934,5823.09,1.08765,0.0917761,1.04493,0.124284,22.84330634,43557
133.149172,28.330836,5196,0.94,NaN  ,0.91,NaN,12.53132784,43587
133.574811,-5.434451,5776.65,1.05922,0.089628,1.03036,0.123609,17.09401709,43726
133.7818,1.5465,3900,NaN ,NaN  ,0.69,NaN,23.54916099,43790
133.799146,-54.965763,6439.13,1.29374,0.114219,1.23735,0.214054,24.58729066,43797
133.981996,36.196222,5332,0.884853,0.0769657,0.933188,0.11832,25.36160969,43852
134.2695,11.647,3553,0.552,0.024,0.603,0.013,19.89642275,43948
134.682982,-16.132781,5835.28,1.5583,0.134953,1.05037,0.124797,21.38585413,44075
134.801912,48.041769,7907,1.69558,0.14417,1.90471,0.390376,14.63700234,44127
134.850802,-59.083737,6718,NaN ,NaN  ,NaN      ,NaN,26.17801047,44143
135.159992,41.782782,6735,1.75545,0.184567,1.43619,0.330559,16.0694,44248
135.448127,6.497788,5347.31,0.959979,0.0909912,0.952605,0.121717,31.07520199,44341
135.862841,37.841034,5829.83,1.12116,0.097084,1.00684,0.124108,30.53397821,44458
136.6889,-8.8068,3875,0.622,0.018,0.643,0.012,17.74218149,44722
137.197178,26.62914,5641.14,2.08487,0.188733,1.02929,0.123601,31.26954391,44892
137.21274,33.88213,5984,1.09968,0.093434,1.09411,0.135366,19.13875598,44897
137.225207,50.784957,5312.5,0.856623,0.0747723,0.901409,0.111411,30.53584297,44907
137.597998,67.134176,6331,1.91747,0.166399,1.36128,0.291611,20.4624514,45038
137.8784,46.6171,3852,0.578,0.017,0.602,0.012,31.96724895,45116
138.073139,14.996102,5453,1.15195,0.132878,0.952341,0.121677,19.90833791,45170
138.585601,61.423313,5910.2,1.65082,0.0750655,1.220175999,0.0779638,19.56181534,45333
138.595,52.6866,4126,0.581,0.023,0.605,0.018,6.188501764,45343
139.377,77.2447,3948,0.697,0.039,0.709,0.031,26.49399002,45593
139.472689,28.560568,4825,1.01323,0.0895799,0.767141,0.0907554,17.52848379,45617
139.867945,0.897039,5072,0.923891,0.0804663,0.856461,0.102116,28.43356639,45737
140.182323,51.266084,6464,1.19726,0.108709,1.24964,0.221869,29.00232057,45836
140.262565,51.306076,5495,0.868441,0.0755307,0.958898,0.122639,29.27323343,45859
140.4067,-60.282,3766,0.528,0.016,0.584,0.003,15.3196908,45908
141.944956,-6.071244,5772.15,2.526,0.236202,0.921858,0.11595,31.24023743,46404
142.287168,-2.76899,5161,NaN ,NaN  ,NaN      ,NaN,17.09986333,46509
142.674976,-40.466771,6938,2.76179,0.246256,1.78535,0.385957,18.55631843,46651
142.746981,-47.38419,5085.68,1.21747,0.106243,1.06384,0.126849,31.74532629,46677
142.831,-13.4887,3463,0.522,0.02,0.579,0.012,11.58335284,46706
142.880216,1.465218,6255,3.62423,0.854611,1.14986,0.161457,26.4242,46732
142.882132,63.061881,6748.4,NaN ,NaN  ,NaN      ,NaN,23.14814774,46733
142.9847,36.3202,3695,0.501,0.015,0.559,0.003,19.88039459,46769
143.182346,26.988543,5287,0.873517,0.0729701,0.915886,0.114664,18.11958564,46843
143.214417,51.67723,6182,2.53756,0.213769,1.21305,0.198744,13.48617667,46853
143.711428,-12.129596,6016,NaN ,NaN  ,1.2,NaN,27.66772173,47007
143.914589,35.810052,5499,1.02987,0.0871729,0.971331,0.123934,11.17943023,47080
144.0068,-21.6608,3505,0.359,0.011,0.378,0.003,19.54853813,47103
144.9432,-41.0676,3401,0.423,0.013,0.468,0.004,13.59064286,47425
145.2932,13.2096,3566,0.474,0.014,0.53,0.003,17.12576578,47513
145.560049,-23.91559,6128,1.33676,0.0663551,1.204056198,0.0817631,14.88316714,47592
145.6486,-19.2348,3492,0.395,0.012,0.43,0.006,29.39544235,47619
145.6452,70.0339,3468,0.489,0.014,0.546,0.002,15.10994408,47620
145.7155,70.0394,3430,0.427,0.013,0.472,0.003,17.37343582,47650
146.1243,-45.7765,3518,0.459,0.014,0.513,0.003,13.81492627,47780
146.702,76.0439,3655,0.5,0.015,0.558,0.004,22.82574704,47981
147.147323,46.020934,5872,1.61973,0.137261,1.04921,0.124674,18.4297831,48113
147.194779,-52.615698,5087,1.08347,0.106694,0.914253,0.114307,26.21919245,48133
147.3658,-55.3357,3798,0.657,0.025,0.675,0.019,22.50349638,48190
147.7902,-12.3299,3721,0.512,0.015,0.569,0.004,19.1590954,48336
148.367,-31.7522,4005,0.726,0.023,0.679,0.114,25.04651859,48502
149.0361,62.7885,3820,0.597,0.018,0.62,0.013,13.16133671,48714
149.420958,41.055548,6416.11,1.98626,0.182631,1.24207,0.217049,28.89338291,48833
149.643,-46.4251,3371,0.559,0.017,0.608,0.004,13.97875752,48904
150.252752,31.923738,5742,1.23185,0.104367,1.02192,0.123654,14.89425095,49081
150.2948,-30.3901,3420,0.494,0.015,0.552,0.004,18.91596803,49091
150.5906,48.0888,3711,0.564,0.019,0.611,0.007,18.88100034,49189
151.111632,-7.218386,5652.56,1.03572,0.0903563,1.01394,0.123831,31.04587338,49350
151.7369,2.9644,3881,0.675,0.02,0.69,0.013,23.29483556,49544
151.85724,35.244698,7870,NaN ,NaN  ,NaN      ,NaN,27.94857462,49593
152.092926,11.967192,11535,NaN ,NaN  ,NaN      ,NaN,24.3132,49669
152.382393,-35.856773,5872.95,2.00677,0.180552,1.0165,0.123745,31.76331417,49769
152.524497,-12.815921,6855,1.69183,0.156779,1.43702,0.330923,27.31494127,49809
152.8423,49.4542,3925,0.703,0.061,0.714,0.049,6.333526821,49908
153.0195,-2.6847,3484,0.485,0.019,0.542,0.014,16.47685371,49969
153.034,-18.6178,3850,0.608,0.021,0.631,0.016,20.92607219,49973
153.0736,-3.7457,3606,0.518,0.016,0.575,0.006,10.13211242,49986
153.2872,27.4195,3667,0.476,0.081,0.508,0.103,20.12449541,50052
153.353002,-33.031728,5981.25,1.13352,0.0980342,1.17013,0.17286,22.36776179,50075
153.5799,21.0749,3772,0.719,0.028,0.571,0.106,20.66807363,50156
153.683996,-42.121918,8890,2.26513,1.46657,2.239105943,0.410563,31.5258512,50191
154.134549,23.503104,5783,1.88331,0.187094,0.990311,0.124573,30.35822708,50319
154.1915,-11.9618,3497,0.479,0.018,0.535,0.014,19.28006845,50341
154.310604,23.106264,6075.78,1.35447,0.115416,1.12043,0.1465,22.72210861,50384
154.716419,44.048307,5660,0.957828,0.0812139,0.997062,0.124473,20.20977749,50505
